Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length
15_a697bfe4-6d95-4697-be8b-a381c8dff189,66209,66648,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,8834,8396,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,66209,66648,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.48%,7956,7518,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,66216,66648,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,4.41%,9707,9276,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,7731,7379,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.62%,9715,9361,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,7724,7379,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.55%,7950,7603,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,7724,7379,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.55%,8828,8481,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,52101,51758,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.57%,7074,6725,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,75778,76117,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,7071,6725,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,78383,78727,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.54%,9707,9361,85954
15_a697bfe4-6d95-4697-be8b-a381c8dff189,66209,66564,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,3.61%,7078,6725,85954
15_a2745e98-bd6f-4b2b-b1e5-1a619dfd0245,5395,5590,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,9003
15_a3188d14-1a63-472f-9640-c96b057ada1c,660,444,LmxM.27_left_10kb - bases 201 - 10000,2.19%,215,1,9909
15_a3895e67-1d4f-44a1-b69c-ad221b2dd152,66,3076,LmxM.12_left_10kb - bases 201 - 10000,30.94%,3032,1,3706
15_a4951eae-e9d2-4848-8c98-c675331622aa,2718,2522,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,17781
15_a5523a39-5335-447d-b7e4-d282f0b3085b,44038,44224,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.93%,189,1,44692
15_a7642b00-b838-4491-80cf-cd17a64928bd,63747,63892,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,72744
15_a7642b00-b838-4491-80cf-cd17a64928bd,63764,63915,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.55%,159,8,72744
15_a7642b00-b838-4491-80cf-cd17a64928bd,63760,63991,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,72744
15_a09244a3-8268-4877-80ed-e80ff32f10b7,34136,34311,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.79%,182,8,34774
15_a09244a3-8268-4877-80ed-e80ff32f10b7,34156,34390,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,34774
15_a09244a3-8268-4877-80ed-e80ff32f10b7,34144,34316,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,34774
15_a35037f6-cbca-44e8-bd74-aa6805aa9419,10473,9500,LmxM.24_left_10kb - bases 201 - 10000,10.09%,989,1,10523
15_a196941a-6dea-42ca-8836-17d4b430e53e,12581,2933,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,99.91%,9791,1,27117
15_a944794e-f31f-43d5-b1f6-7975532e9746,37035,37125,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,38467
15_a4900827-7e86-449f-8d31-0c919374e840,8328,8135,LmxM.27_left_10kb - bases 201 - 10000,2.01%,197,1,17067
15_a8417692-427c-4728-8cc4-ee5dcb055b42,2068,11719,LmxM.27_left_10kb - bases 201 - 10000,99.95%,9795,1,12679
15_a8417692-427c-4728-8cc4-ee5dcb055b42,11503,11686,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.89%,189,5,12679
15_aa112e4f-574b-4315-b28e-98f305ae3634,71,3618,LmxM.24_left_10kb - bases 201 - 10000,36.32%,3559,1,8662
15_aa813ea2-3a05-43ac-a717-9bc835477c1f,19209,28931,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.96%,9796,1,31876
15_aa813ea2-3a05-43ac-a717-9bc835477c1f,28776,28999,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,31876
15_aab961e7-0dcb-4a9b-a358-032821aa8a9b,11011,20723,LmxM.14_left_10kb - bases 201 - 10000,99.91%,9800,10,25823
15_ab1f80f0-892c-4a5d-803b-fef099d07b68,7101,693,LmxM.24_left_10kb - bases 201 - 10000,67.14%,6581,2,7148
15_ab69f9e6-0ac6-4c7d-9b49-4cea7b454f15,1953,458,LmxM.19_left_10kb - bases 201 - 10000,15.44%,1513,1,1954
15_ab69f9e6-0ac6-4c7d-9b49-4cea7b454f15,616,402,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,1954
15_ab30857c-bc28-4a52-9026-c537037734fb,52839,52986,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.55%,152,1,53400
15_abacf0f9-77ae-4295-af65-28c1392ac136,25648,25806,LmxM.19_left_10kb - bases 201 - 10000,1.62%,159,1,26451
15_abacf0f9-77ae-4295-af65-28c1392ac136,25661,25865,LmxM.27_left_10kb - bases 201 - 10000,2.06%,202,1,26451
15_abacf0f9-77ae-4295-af65-28c1392ac136,25661,25835,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,26451
15_abacf0f9-77ae-4295-af65-28c1392ac136,25662,25908,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.51%,246,1,26451
15_abacf0f9-77ae-4295-af65-28c1392ac136,16078,25833,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,26451
15_abae7926-8f39-4013-8f0e-6cf26c95c56f,15597,5898,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,37057
15_abae7926-8f39-4013-8f0e-6cf26c95c56f,25733,35234,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.95%,9795,1,37057
15_abfe851a-afb0-4dc3-ad74-1378ba733896,11105,11196,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,11640
15_ac10f6dd-7b24-453d-8be5-853a8326ad20,13232,3622,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,18029
15_ac015bd1-7d99-4d7e-875a-8a45c71f1629,10343,687,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.98%,9800,3,51633
15_ac55c830-8863-445f-9031-493f6eb34e78,22206,22374,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.71%,175,8,22898
15_acaba9af-73c3-4283-93e4-03f3fae6412c,7773,604,LmxM.13_left_10kb - bases 201 - 10000,74.41%,7292,1,7826
15_acfedbde-0483-479d-9cdb-dd532da3bccb,750,616,LmxM.12_left_10kb - bases 201 - 10000,1.39%,137,2,2808
15_acfedbde-0483-479d-9cdb-dd532da3bccb,2755,592,LmxM.19_left_10kb - bases 201 - 10000,22.29%,2184,1,2808
15_acfedbde-0483-479d-9cdb-dd532da3bccb,749,536,LmxM.27_left_10kb - bases 201 - 10000,2.21%,217,1,2808
15_acfedbde-0483-479d-9cdb-dd532da3bccb,749,569,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.86%,186,5,2808
15_ad8dec1e-db56-40b7-a182-332f80deed60,17895,17985,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,18626
15_ad1627e6-9abd-46ad-9ef5-0124e96cb0d4,7109,16765,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,99.94%,9800,7,17253
15_adb9819b-045b-4a9f-b630-1feda7abd3a3,981,10695,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,11233
15_adb65108-1bcf-45d3-8a57-f6584d1eac96,3312,13016,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,26121
15_adce1674-ecbd-401d-ae59-ad5adcd87090,10417,10182,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,72989
15_add444bb-0077-40ba-8b98-b6a8ae0ddf2c,73,3125,LmxM.27_left_10kb - bases 201 - 10000,31.37%,3074,1,3546
15_ae03054e-f011-4d11-bce7-73ffafdaffce,8457,8547,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,13423
15_ae03054e-f011-4d11-bce7-73ffafdaffce,8457,8655,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,13423
15_ae03054e-f011-4d11-bce7-73ffafdaffce,8457,8622,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,13423
15_ae3590df-e703-42c5-8908-f002f3f63bb8,2694,1933,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,7.87%,775,5,2702
15_af28be37-d421-41a8-89d0-2292fb2b5304,16260,25888,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,28036
15_af830fcd-3de0-4045-baba-8980c75193fe,70,3319,LmxM.12_left_10kb - bases 201 - 10000,34.17%,3349,1,5359
15_aff1a37f-e119-4a62-81ef-2eab37e31669,74,5203,LmxM.24_left_10kb - bases 201 - 10000,52.55%,5150,1,5765
15_b0d6ac68-21f7-4660-88ec-594411b1ced3,55445,65162,LmxM.23_left_10kb - bases 201 - 10000,100.00%,9800,1,66411
15_b0d6ac68-21f7-4660-88ec-594411b1ced3,65078,65248,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.73%,173,4,66411
15_b0d6ac68-21f7-4660-88ec-594411b1ced3,65075,65248,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.78%,174,1,66411
15_b0dc52b7-8ccb-4bf4-8dc5-b7c665aea7b4,69,6104,LmxM.14_left_10kb - bases 201 - 10000,62.64%,6139,1,7037
15_b2b4530a-b8d7-40a0-80bf-8181d7c4c663,7981,7487,LmxM.24_left_10kb - bases 201 - 10000,5.19%,509,1,8967
15_b2b4530a-b8d7-40a0-80bf-8181d7c4c663,7966,8384,LmxM.24_left_10kb - bases 201 - 10000,4.74%,483,19,8967
15_b02cff44-6dd6-4fd7-80d1-d388f657811b,1439,1637,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,5282
15_b3b06d6d-195e-40cc-9fb0-5143c7223c4d,2608,12307,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,12803
15_b3b62d5d-b244-4104-9109-941e7decfa9c,6926,2158,LmxM.01_left_10kb - bases 201 - 10000,49.40%,4841,1,6930
15_b3de695a-97a8-477f-b740-7661422f58d0,80,5720,LmxM.28_left_10kb - bases 201 - 10000,57.86%,5670,1,39110
15_b3f25063-857f-4cfb-b354-ee68f194d518,16405,8928,LmxM.24_left_10kb - bases 201 - 10000,78.53%,7697,2,16459
15_b4c585f4-c74a-4017-b72c-b01abb1f3fb3,1631,11372,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.79%,9787,9,12075
15_b4c585f4-c74a-4017-b72c-b01abb1f3fb3,11222,11443,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,12075
15_b4cb1a95-5556-46b2-8e94-a4e7c785bfeb,4441,4554,LmxM.12_left_10kb - bases 201 - 10000,1.16%,115,2,4931
15_b4cb1a95-5556-46b2-8e94-a4e7c785bfeb,78,4578,LmxM.19_left_10kb - bases 201 - 10000,46.16%,4524,1,4931
15_b4cb1a95-5556-46b2-8e94-a4e7c785bfeb,4420,4581,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.65%,186,25,4931
15_b5ac7669-4007-4056-9713-9ae818126153,41671,49529,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.71%,8106,1,50073
15_b5b018d9-871b-41fd-8c26-f363f05e9360,218,9694,LmxM.27_left_10kb - bases 201 - 10000,97.26%,9531,1,12346
15_b5b018d9-871b-41fd-8c26-f363f05e9360,9498,9651,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.58%,169,15,12346
15_b5df6627-4447-4720-8d4f-21e1c068e96c,42659,42778,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,43391
15_b5df6627-4447-4720-8d4f-21e1c068e96c,42660,42802,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,43391
15_b5df6627-4447-4720-8d4f-21e1c068e96c,42660,42858,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,43391
15_b5df6627-4447-4720-8d4f-21e1c068e96c,42660,42825,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.69%,170,5,43391
15_b5df6627-4447-4720-8d4f-21e1c068e96c,42660,42750,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,43391
15_b5f32fff-a7a5-4ac6-b6e7-bc85c9b500e2,3986,4076,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,5922
15_b5f32fff-a7a5-4ac6-b6e7-bc85c9b500e2,3985,4106,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,5922
15_b5f0845e-fc03-41ca-96f5-7f51f484f77c,14465,14616,LmxM.19_left_10kb - bases 201 - 10000,1.58%,155,1,15000
15_b5f0845e-fc03-41ca-96f5-7f51f484f77c,14464,14645,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,15000
15_b5f0845e-fc03-41ca-96f5-7f51f484f77c,14484,14718,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,15000
15_b5f0845e-fc03-41ca-96f5-7f51f484f77c,14472,14643,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.76%,172,1,15000
15_b06ae9d3-faea-45af-b2bd-4e18889f1fa2,75,2318,LmxM.28_left_10kb - bases 201 - 10000,23.19%,2273,1,6459
15_b6b5fdb3-5073-4871-964b-2cbe5e0ca41e,35929,36130,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,36601
15_b6fed60d-079b-4e20-8fd3-6dd65326205a,55040,64750,LmxM.27_left_10kb - bases 201 - 10000,100.00%,9800,1,65182
15_b7dcdd0a-b345-49ac-87a2-5a758750eecb,73,4918,LmxM.24_left_10kb - bases 201 - 10000,50.47%,4946,1,7036
15_b8a6b30e-6031-4226-8c14-2f466768c125,10770,1078,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,11734
15_b8e60ca0-93ee-4919-a4d0-5fe5dca11dd0,2653,12378,LmxM.13_left_10kb - bases 201 - 10000,100.00%,9800,1,12964
15_b8fd7066-ef17-491d-af31-355166325eb9,6841,16579,LmxM.13_left_10kb - bases 201 - 10000,100.00%,9800,1,17082
15_b9cd53b5-422f-49c2-8d1d-c4787bd02cc4,6946,16637,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,25751
15_b9cecfe6-2d53-4dc4-9b19-1ff1ea9c3ff0,7461,7603,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,1.52%,149,1,8059
15_b9d41c6d-6571-49ac-899e-0ecc98c335c5,2032,2205,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,2725
15_b9d41c6d-6571-49ac-899e-0ecc98c335c5,2052,2278,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,2725
15_b23f7c8c-76c8-4398-8d00-c74d0061c6a4,17701,17853,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.55%,159,8,18215
15_b27fa32f-070f-4c8a-98af-9399d2a25e1b,3641,3800,LmxM.19_left_10kb - bases 201 - 10000,1.65%,162,1,4346
15_b35f3c14-392c-442c-bdd5-73587d40f801,25747,35458,LmxM.12_left_10kb - bases 201 - 10000,100.00%,9800,1,38759
15_b37aa20e-ac96-48ff-8bca-7387f29e546d,8007,17684,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,18243
15_b47f6dd8-2c78-4398-afbe-b7ed57bb9572,2486,473,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,20.78%,2036,1,2488
15_b54b0508-82c1-4ab4-9161-735fcfc5cf00,9976,334,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.98%,9800,3,10246
15_b71ee3ca-d770-477a-b096-69dec09ff244,72,5622,LmxM.23_left_10kb - bases 201 - 10000,56.93%,5579,1,17969
15_b134bb09-2544-47a4-88c4-3697067eaf62,2155,11835,LmxM.12_left_10kb - bases 201 - 10000,99.96%,9796,1,29173
15_b726bc4d-bff6-4545-8b51-302bdf4d24f4,1229,1319,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,1859
15_b726bc4d-bff6-4545-8b51-302bdf4d24f4,1229,1427,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,1859
15_b2509a51-be65-46b8-9ccc-c317aff769a5,6264,6460,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,6802
15_b4658dfb-2268-49ff-9520-d163c18419d1,5173,1186,LmxM.12_left_10kb - bases 201 - 10000,41.21%,4039,1,5220
15_b7398bb4-65c9-4e78-b412-b7654b445c44,13249,8988,LmxM.24_left_10kb - bases 201 - 10000,44.92%,4402,1,13301
15_b08564fd-05d1-40c4-91f0-b8b89d830227,10724,9846,LmxM.07_left_10kb - bases 201 - 10000,8.99%,892,12,86897
15_b08564fd-05d1-40c4-91f0-b8b89d830227,58445,68175,LmxM.28_left_10kb - bases 201 - 10000,100.00%,9800,1,86897
15_b9816e48-cf4a-43f2-984f-a444cead22dc,4588,4709,LmxM.12_left_10kb - bases 201 - 10000,1.24%,124,3,5171
15_b9816e48-cf4a-43f2-984f-a444cead22dc,4581,4713,LmxM.24_left_10kb - bases 201 - 10000,1.36%,136,4,5171
15_b9816e48-cf4a-43f2-984f-a444cead22dc,4589,4763,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.78%,175,2,5171
15_b9816e48-cf4a-43f2-984f-a444cead22dc,4586,4761,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.80%,176,1,5171
15_b9816e48-cf4a-43f2-984f-a444cead22dc,72,4682,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,47.43%,4648,1,5171
15_b23324c2-c881-4eae-9f74-4f46d61deff7,12222,4008,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,85.43%,8374,3,12223
15_b23324c2-c881-4eae-9f74-4f46d61deff7,4164,3938,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.32%,231,5,12223
15_b39084d0-52cd-4cfc-a6f8-883d624c29e5,1799,1889,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,2554
15_b39084d0-52cd-4cfc-a6f8-883d624c29e5,1799,1997,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,2554
15_b274971d-5b15-422a-896a-a9e4a1c7d27a,9877,293,LmxM.13_left_10kb - bases 201 - 10000,99.98%,9798,1,23156
15_b749128b-2e43-4107-9bc0-833345310ef0,5408,5596,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.96%,193,2,6070
15_b4501902-819a-4990-9655-3250ceeecd2e,7785,17274,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.73%,9782,9,17481
15_b8306156-bfb0-4c50-b264-89005eb85c0b,9911,242,LmxM.14_left_10kb - bases 201 - 10000,99.74%,9780,6,21697
15_ba6a7f6c-e77b-4ce9-8415-87910c10c08e,35898,45609,LmxM.12_left_10kb - bases 201 - 10000,100.00%,9800,1,47591
15_ba5499d6-4462-447b-962b-4a1048155852,933,476,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,4.77%,467,1,986
15_bb9e39b9-ad85-4586-90dd-5ea301799b14,5687,5491,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,13217
15_bb9e39b9-ad85-4586-90dd-5ea301799b14,5688,5454,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.52%,247,1,13217
15_bb885037-fb03-4fc7-a265-68ec5e1f62b4,2936,583,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,24.08%,2360,1,2936
15_bbd9072e-80de-4f3c-974f-8410331f08de,14864,14954,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.93%,91,1,18346
15_bbd9072e-80de-4f3c-974f-8410331f08de,14864,15062,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,18346
15_bbd9072e-80de-4f3c-974f-8410331f08de,14864,15029,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.68%,172,8,18346
15_bc1df9cf-32fb-42ce-be8a-2559cbce0b04,7832,7900,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,0.71%,91,22,8398
15_bc1df9cf-32fb-42ce-be8a-2559cbce0b04,7832,8029,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,8398
15_bc32db01-f75f-4b4e-aac1-09817019357c,31990,32168,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.79%,182,8,33803
15_bcd54071-0451-4696-b430-e33f5bee0b43,35683,35802,LmxM.12_left_10kb - bases 201 - 10000,1.22%,121,2,36238
15_bcd54071-0451-4696-b430-e33f5bee0b43,35684,35882,LmxM.27_left_10kb - bases 201 - 10000,2.03%,199,1,36238
15_bd776149-f6a9-44f5-8f18-45312d61fc9f,79,1814,LmxM.12_left_10kb - bases 201 - 10000,18.04%,1768,1,4220
15_bdf3dc4b-8a32-45b1-b886-9b31093afd3e,19281,19517,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,20230
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,11868,12043,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.79%,175,1,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,4012,11984,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77%,8111,1,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,140,4393,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,44.76%,9800,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,3353,5930,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,3572,6149,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,2929,5493,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.38%,8097,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,3134,5711,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,3791,6368,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,2261,4834,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,2042,4612,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,2699,5274,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,2480,5053,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,27.52%,8111,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,4231,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,25.09%,8111,5653,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,4174,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,25.15%,7879,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,4450,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,22.77%,8111,5881,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1823,3951,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,22.78%,7646,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,4669,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,20.45%,8111,6108,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,3734,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,20.47%,7420,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,4891,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,18.12%,8111,6336,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,3515,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,18.07%,7185,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,5110,6583,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,15.70%,8111,6573,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,3296,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,15.81%,6963,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,5331,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,13.37%,8111,6802,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,3077,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,13.49%,6736,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1823,2856,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,11.07%,6506,5422,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,5550,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,11.10%,8111,7024,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1823,2642,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,8.71%,6268,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,5768,6583,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,8.73%,8111,7256,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,1821,2423,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,6.45%,6046,5415,16132
15_be6ecf0a-696d-420a-bac9-facf502eb8ac,5987,6585,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,6.43%,8111,7482,16132
15_be7e9a17-1c6e-4239-8e92-d47e06d346b9,545,330,LmxM.27_left_10kb - bases 201 - 10000,2.19%,215,1,5113
15_be90f4c7-1a9a-4440-ab03-9998a7f16e8b,3613,3467,LmxM.19_left_10kb - bases 201 - 10000,1.48%,145,1,7815
15_be90f4c7-1a9a-4440-ab03-9998a7f16e8b,3627,3444,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,188,8,7815
15_be90f4c7-1a9a-4440-ab03-9998a7f16e8b,3600,3368,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.40%,235,1,7815
15_be90f4c7-1a9a-4440-ab03-9998a7f16e8b,3612,3444,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,1.72%,173,5,7815
15_be38402d-db3e-449f-b2db-3a92dea9f395,57546,67166,LmxM.13_left_10kb - bases 201 - 10000,99.99%,9800,2,67826
15_bf13e634-5e74-4966-a1e8-9308eb9ae575,9537,8726,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,8.59%,842,1,9631
15_bf15d338-b88b-4715-9f90-cfd6d30475c3,8544,8723,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,1.85%,182,2,9192
15_bf15d338-b88b-4715-9f90-cfd6d30475c3,8564,8796,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,2.39%,234,1,9192
15_bf59c696-2cdd-4494-b312-5aa010eb2c7a,19514,9872,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.00%,9800,1,38100
