Name,Hit end,Hit start,Query,Query coverage,Query end,Query start,Sequence Length,Barcode,Read,Chromosome,Overhang,Sample,ValueToSubtract,AdjustedOverhang
15_d4dcaefd-524c-4db0-be89-ea8307f89324,83863,93600,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,98593,15,15_d4dcaefd-524c-4db0-be89-ea8307f89324,14L,4993.0,WT,129,4864.0
15_d4f662b8-916d-4c4b-953c-8c07a3cdf7ae,75,3682,LmxM.05_left_10kb - bases 201 - 10000,37.09,3635,1,4170,15,15_d4f662b8-916d-4c4b-953c-8c07a3cdf7ae,05L,488.0,WT,167,321.0
15_d5c6947e-72e2-4a68-838e-3dd4e121f8ba,4697,369,LmxM.28_left_10kb - bases 201 - 10000,44.92,4402,1,4743,15,15_d5c6947e-72e2-4a68-838e-3dd4e121f8ba,28L,369.0,WT,122,247.0
15_d7a72817-f5d5-45df-825a-470e6d565276,20795,30526,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,99.89,9797,9,30928,15,15_d7a72817-f5d5-45df-825a-470e6d565276,31R,402.0,WT,95,307.0
15_d8cf8cd9-9a88-4924-8776-fd6ee7d829ce,3312,13045,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,20917,15,15_d8cf8cd9-9a88-4924-8776-fd6ee7d829ce,28L,7872.0,WT,122,7750.0
15_d13cfeac-93cb-4e3a-9a08-c50ccf87a8cd,2450,12121,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,12603,15,15_d13cfeac-93cb-4e3a-9a08-c50ccf87a8cd,34R,482.0,WT,163,319.0
15_d31a79c7-b93f-4690-b15c-5886c1c5f6fb,10894,20491,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,23874,15,15_d31a79c7-b93f-4690-b15c-5886c1c5f6fb,09R,3383.0,WT,28,3355.0
15_d39e140e-718e-46a7-be35-23edbc912ac9,10236,19960,LmxM.05_left_10kb - bases 201 - 10000,99.97,9797,1,20692,15,15_d39e140e-718e-46a7-be35-23edbc912ac9,05L,732.0,WT,167,565.0
15_d055c7db-c5ad-4c69-82fe-f573e16efa20,7579,2585,LmxM.23_left_10kb - bases 201 - 10000,52.86,5180,1,7625,15,15_d055c7db-c5ad-4c69-82fe-f573e16efa20,23L,2585.0,WT,182,2403.0
15_d56fb90a-c9a0-4951-bd0f-9cb6c7b51066,13130,7296,LmxM.24_left_10kb - bases 201 - 10000,60.26,5931,27,13130,15,15_d56fb90a-c9a0-4951-bd0f-9cb6c7b51066,24L,7296.0,WT,148,7148.0
15_d2168fbf-30e6-48d4-9b71-c609a69b70f9,986,10543,LmxM.12_left_10kb - bases 201 - 10000,98.77,9689,11,17409,15,15_d2168fbf-30e6-48d4-9b71-c609a69b70f9,12L,6866.0,WT,168,6698.0
15_d2581d7d-a385-44f1-9119-c4d92f9208d6,23782,14172,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,27522,15,15_d2581d7d-a385-44f1-9119-c4d92f9208d6,28L,14172.0,WT,122,14050.0
15_d4801a8b-e35f-48c9-85b9-a03eeacf871d,13689,23384,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,24999,15,15_d4801a8b-e35f-48c9-85b9-a03eeacf871d,23L,1615.0,WT,182,1433.0
15_d7734e76-24e1-40d4-bb98-508d4f22334f,66,4815,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,49.49,4850,1,7296,15,15_d7734e76-24e1-40d4-bb98-508d4f22334f,09R,2481.0,WT,28,2453.0
15_d72060e4-475d-4d87-8f5e-bba96ece40ec,81,6928,LmxM.27_left_10kb - bases 201 - 10000,70.36,6895,1,7439,15,15_d72060e4-475d-4d87-8f5e-bba96ece40ec,27L,511.0,WT,148,363.0
15_da74d660-7491-4219-98ee-62775a05c241,2430,12154,LmxM.23_left_10kb - bases 201 - 10000,99.94,9800,7,19512,15,15_da74d660-7491-4219-98ee-62775a05c241,23L,7358.0,WT,182,7176.0
15_da5252b9-a2f8-4aeb-b10b-ccd7e381e5cb,36945,46470,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,99.98,9800,3,46986,15,15_da5252b9-a2f8-4aeb-b10b-ccd7e381e5cb,15R,516.0,WT,136,380.0
15_dac6e613-4239-4caa-96a8-4019397281a0,9120,1230,LmxM.13_left_10kb - bases 201 - 10000,82.57,8092,1,9120,15,15_dac6e613-4239-4caa-96a8-4019397281a0,13L,1230.0,WT,118,1112.0
15_dba86724-4857-4229-a850-a8e10d83483c,76,5183,LmxM.07_left_10kb - bases 201 - 10000,52.54,5149,1,5684,15,15_dba86724-4857-4229-a850-a8e10d83483c,07L,501.0,WT,58,443.0
15_dbff4e60-b777-4b94-a11c-a56dabb30559,19721,29475,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,29943,15,15_dbff4e60-b777-4b94-a11c-a56dabb30559,03R,468.0,WT,96,372.0
15_dc1982ff-1747-47ba-83bf-a7bc81e46499,12305,22027,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,22751,15,15_dc1982ff-1747-47ba-83bf-a7bc81e46499,13L,724.0,WT,118,606.0
15_dc191206-a720-4dfa-b805-c3ab366e8f8a,14575,23993,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,24474,15,15_dc191206-a720-4dfa-b805-c3ab366e8f8a,33L,481.0,WT,85,396.0
15_dd9adcb2-c6b1-4a0d-9373-103654f81fa6,78,8054,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,81.89,8025,1,8702,15,15_dd9adcb2-c6b1-4a0d-9373-103654f81fa6,03R,648.0,WT,96,552.0
15_dd14a71a-b506-4c6f-aa77-65e682026313,11090,20837,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,21344,15,15_dd14a71a-b506-4c6f-aa77-65e682026313,23L,507.0,WT,182,325.0
15_dd63fc9b-d705-4ff1-a5c1-8f67414b9477,2427,6949,LmxM.01_left_10kb - bases 201 - 10000,46.35,4542,1,7357,15,15_dd63fc9b-d705-4ff1-a5c1-8f67414b9477,01L,408.0,WT,114,294.0
15_ddd51d7c-0b21-415d-a5e0-d795d0960c26,16600,7913,LmxM.28_left_10kb - bases 201 - 10000,90.44,8863,1,16600,15,15_ddd51d7c-0b21-415d-a5e0-d795d0960c26,28L,7913.0,WT,122,7791.0
15_dddd9f4b-772a-4e4e-8bd5-f7edfb9ca17d,72,5452,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,55.96,5484,1,6028,15,15_dddd9f4b-772a-4e4e-8bd5-f7edfb9ca17d,34R,576.0,WT,163,413.0
15_de6cb0f6-3ac3-4cd0-9018-670693ce9f08,10298,640,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,99.71,9788,17,47279,15,15_de6cb0f6-3ac3-4cd0-9018-670693ce9f08,18R,640.0,WT,186,454.0
15_de72c9bc-532e-416c-97dd-51db9d1d9f35,10065,333,LmxM.13_left_10kb - bases 201 - 10000,100.0,9800,1,17473,15,15_de72c9bc-532e-416c-97dd-51db9d1d9f35,13L,333.0,WT,118,215.0
15_deaf703b-1e08-4a7c-bfe7-416810306649,104,8434,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,85.76,8404,1,9130,15,15_deaf703b-1e08-4a7c-bfe7-416810306649,15R,696.0,WT,136,560.0
15_deb692f7-e954-4168-a705-47bad8eccfbb,5944,15737,LmxM.34 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16405,15,15_deb692f7-e954-4168-a705-47bad8eccfbb,34R,668.0,WT,163,505.0
15_dedb325c-5da0-4333-a9ab-efb66bccad6f,76,9410,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,96.09,9417,1,9909,15,15_dedb325c-5da0-4333-a9ab-efb66bccad6f,12R,499.0,WT,133,366.0
15_df32c2a0-67dc-4c14-a883-08e9dd3b1d01,2218,9948,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.72,8107,1,10179,15,15_df32c2a0-67dc-4c14-a883-08e9dd3b1d01,16R,231.0,WT,168,63.0
15_df4245d6-1202-4d49-9c00-326c80ee4ff8,79,4581,LmxM.24_left_10kb - bases 201 - 10000,46.18,4532,7,6548,15,15_df4245d6-1202-4d49-9c00-326c80ee4ff8,24L,1967.0,WT,148,1819.0
15_e0d22a8f-710f-4097-b251-e542271c3528,14420,4805,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,55592,15,15_e0d22a8f-710f-4097-b251-e542271c3528,24L,4805.0,WT,148,4657.0
15_e2f8a702-b572-4c85-b86b-f2a7b08567df,41211,50960,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,53698,15,15_e2f8a702-b572-4c85-b86b-f2a7b08567df,03R,2738.0,WT,96,2642.0
15_e3a15c67-9491-4342-9dde-45adec5ce2c6,31423,41145,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,58296,15,15_e3a15c67-9491-4342-9dde-45adec5ce2c6,23L,17151.0,WT,182,16969.0
15_e4eb6c9f-96bf-4dbe-8ef9-7b4c89e617d9,2867,12550,LmxM.33_left_10kb - bases 201 - 10000,100.0,9800,1,13570,15,15_e4eb6c9f-96bf-4dbe-8ef9-7b4c89e617d9,33L,1020.0,WT,85,935.0
15_e5b888a2-f3f3-4f4a-94e8-284b3f2b0b93,36497,46167,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,51179,15,15_e5b888a2-f3f3-4f4a-94e8-284b3f2b0b93,14L,5012.0,WT,129,4883.0
15_e6a8e2cf-f6f2-4002-ab69-5cb5ca1cb20f,68,3814,LmxM.24_left_10kb - bases 201 - 10000,38.53,3776,1,4257,15,15_e6a8e2cf-f6f2-4002-ab69-5cb5ca1cb20f,24L,443.0,WT,148,295.0
15_e6b40e8d-fbc4-475e-80be-162c00a9f04a,74,4820,LmxM.13_left_10kb - bases 201 - 10000,48.53,4756,1,5361,15,15_e6b40e8d-fbc4-475e-80be-162c00a9f04a,13L,541.0,WT,118,423.0
15_e6cbabb9-ab77-465b-b630-c33d7268362c,4832,14535,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,15110,15,15_e6cbabb9-ab77-465b-b630-c33d7268362c,23R,575.0,WT,186,389.0
15_e8c3ad1a-21e6-4dbc-86e7-b116c33c3b69,9789,275,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,82450,15,15_e8c3ad1a-21e6-4dbc-86e7-b116c33c3b69,01L,275.0,WT,114,161.0
15_e8f33cb2-4c3a-4302-8b22-19feeed256ec,30936,21275,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,47569,15,15_e8f33cb2-4c3a-4302-8b22-19feeed256ec,23L,21275.0,WT,182,21093.0
15_e9cd5793-bd15-4787-9748-7d5646490c18,79769,89460,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,99.82,9800,19,90032,15,15_e9cd5793-bd15-4787-9748-7d5646490c18,03R,572.0,WT,96,476.0
15_e023f821-36d9-441b-b3c8-01475858976d,14807,24413,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,43591,15,15_e023f821-36d9-441b-b3c8-01475858976d,09R,19178.0,WT,28,19150.0
15_e33acd91-6c19-4619-8b42-90262070e38c,4833,14525,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,18069,15,15_e33acd91-6c19-4619-8b42-90262070e38c,09R,3544.0,WT,28,3516.0
15_e57b9bfe-31a8-42a6-94db-4a02f6926294,524,10122,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,11559,15,15_e57b9bfe-31a8-42a6-94db-4a02f6926294,27L,1437.0,WT,148,1289.0
15_e622c940-3ad6-4859-a1d2-9fdf0a1b52d7,9047,18767,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,31366,15,15_e622c940-3ad6-4859-a1d2-9fdf0a1b52d7,23L,12599.0,WT,182,12417.0
15_e0659bc0-7efd-49cb-b0c2-b14f98f1de92,43123,52841,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,66657,15,15_e0659bc0-7efd-49cb-b0c2-b14f98f1de92,24L,13816.0,WT,148,13668.0
15_e994eb5e-8b77-4b79-ab0c-b50022cf6f37,17765,8116,LmxM.12_left_10kb - bases 201 - 10000,100.0,9800,1,25857,15,15_e994eb5e-8b77-4b79-ab0c-b50022cf6f37,12L,8116.0,WT,168,7948.0
15_e2047e04-1092-42f2-b242-035567e6a35a,73,4405,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,44.45,4356,1,4853,15,15_e2047e04-1092-42f2-b242-035567e6a35a,03R,448.0,WT,96,352.0
15_e2459b6c-0e16-4330-8805-ea843c53b287,2341,12061,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,19197,15,15_e2459b6c-0e16-4330-8805-ea843c53b287,09R,7136.0,WT,28,7108.0
15_e3859ba0-aea2-47ec-ab92-978b28ba0fc6,943,10596,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,14330,15,15_e3859ba0-aea2-47ec-ab92-978b28ba0fc6,23L,3734.0,WT,182,3552.0
15_ea9c20b9-9728-4df8-a705-8837a4ba2735,59605,69321,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,69671,15,15_ea9c20b9-9728-4df8-a705-8837a4ba2735,19L,350.0,WT,128,222.0
15_eb0ca8ce-1d8e-4b4a-a066-fa8a25907c09,53458,63136,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,64353,15,15_eb0ca8ce-1d8e-4b4a-a066-fa8a25907c09,28L,1217.0,WT,122,1095.0
15_ec3b8057-73c7-432e-8b05-04c62f0e888c,10305,664,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,28330,15,15_ec3b8057-73c7-432e-8b05-04c62f0e888c,12R,664.0,WT,133,531.0
15_ecdabdd4-392b-494a-9d25-d34a46f4d045,78,5601,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,56.85,5571,1,6180,15,15_ecdabdd4-392b-494a-9d25-d34a46f4d045,12R,579.0,WT,133,446.0
15_ed366ec7-3b41-4ecc-9f90-1fff161c6051,74,6293,LmxM.23_left_10kb - bases 201 - 10000,64.31,6302,1,8423,15,15_ed366ec7-3b41-4ecc-9f90-1fff161c6051,23L,2130.0,WT,182,1948.0
15_eda1fc36-76c9-42cd-bd5c-e690d6c1f4c1,15767,25315,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,25712,15,15_eda1fc36-76c9-42cd-bd5c-e690d6c1f4c1,07L,397.0,WT,58,339.0
15_eda7d29b-4ade-40e6-a08e-2811865b5ded,8343,18053,LmxM.07_left_10kb - bases 201 - 10000,99.92,9800,9,18480,15,15_eda7d29b-4ade-40e6-a08e-2811865b5ded,07L,427.0,WT,58,369.0
15_edc17655-d5f5-43d2-918a-841b11853ce2,74,9296,LmxM.28_left_10kb - bases 201 - 10000,95.27,9336,1,17040,15,15_edc17655-d5f5-43d2-918a-841b11853ce2,28L,7744.0,WT,122,7622.0
15_ef851a02-db21-472e-b9a0-45675ace2716,71,7100,LmxM.14_left_10kb - bases 201 - 10000,73.0,7158,5,12185,15,15_ef851a02-db21-472e-b9a0-45675ace2716,14L,5085.0,WT,129,4956.0
15_efac4460-125e-4923-b275-89527c555f6f,37484,47239,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,66040,15,15_efac4460-125e-4923-b275-89527c555f6f,09R,18801.0,WT,28,18773.0
15_f3e19916-affe-4e5a-b852-e8a86f74941b,45728,55481,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,61445,15,15_f3e19916-affe-4e5a-b852-e8a86f74941b,09R,5964.0,WT,28,5936.0
15_f5ab3b7a-7d5f-4a85-9f08-507a1b0996c9,10337,563,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,19847,15,15_f5ab3b7a-7d5f-4a85-9f08-507a1b0996c9,27L,563.0,WT,148,415.0
15_f7c8f1e8-3420-4252-9b63-d87f58ea8920,20331,30039,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,99.98,9798,1,35185,15,15_f7c8f1e8-3420-4252-9b63-d87f58ea8920,12R,5146.0,WT,133,5013.0
15_f7dca7b5-7e7c-4f0a-a2bd-75dfc96ea76d,79,9235,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,94.09,9221,1,9756,15,15_f7dca7b5-7e7c-4f0a-a2bd-75dfc96ea76d,12R,521.0,WT,133,388.0
15_f7fb2e11-75ab-415f-99eb-1c7d98a8b298,35049,44716,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,63539,15,15_f7fb2e11-75ab-415f-99eb-1c7d98a8b298,24L,18823.0,WT,148,18675.0
15_f09aaf0e-3530-4f68-abf6-8d85b8915818,10297,657,LmxM.33_left_10kb - bases 201 - 10000,99.96,9800,5,32643,15,15_f09aaf0e-3530-4f68-abf6-8d85b8915818,33L,657.0,WT,85,572.0
15_f9ec73e9-fb73-4939-ad9e-3c699c6cc41a,76,6039,LmxM.12_left_10kb - bases 201 - 10000,61.56,6036,4,25031,15,15_f9ec73e9-fb73-4939-ad9e-3c699c6cc41a,12L,18992.0,WT,168,18824.0
15_f11f8155-513f-43d8-a574-a8f2976b77fc,1990,11669,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,14161,15,15_f11f8155-513f-43d8-a574-a8f2976b77fc,24L,2492.0,WT,148,2344.0
15_f37ca479-b15d-428e-b5dc-df4f2b610fe9,7564,17259,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,18218,15,15_f37ca479-b15d-428e-b5dc-df4f2b610fe9,18R,959.0,WT,186,773.0
15_f40acdd9-ae11-4f0a-9ebf-9ccd03df30b7,9919,354,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,39036,15,15_f40acdd9-ae11-4f0a-9ebf-9ccd03df30b7,14L,354.0,WT,129,225.0
15_f41a9ec6-d06d-44c5-81af-b8937f952043,10585,840,LmxM.27_left_10kb - bases 201 - 10000,100.0,9800,1,34681,15,15_f41a9ec6-d06d-44c5-81af-b8937f952043,27L,840.0,WT,148,692.0
15_f64ec0de-a2e1-4b4a-ad1c-50313e734682,71,5176,LmxM.13_left_10kb - bases 201 - 10000,52.58,5158,6,5768,15,15_f64ec0de-a2e1-4b4a-ad1c-50313e734682,13L,592.0,WT,118,474.0
15_f066e32e-f450-4a18-ba3e-4a0af6727635,12041,4240,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.77,8111,1,42702,15,15_f066e32e-f450-4a18-ba3e-4a0af6727635,16R,4240.0,WT,168,4072.0
15_f412fb68-c964-4d17-b6dd-2b79405130da,31775,41453,LmxM.18 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,42082,15,15_f412fb68-c964-4d17-b6dd-2b79405130da,18R,629.0,WT,186,443.0
15_f692e865-e0fa-49ee-b513-05a1ff3ca644,11682,21397,LmxM.24_left_10kb - bases 201 - 10000,100.0,9800,1,23350,15,15_f692e865-e0fa-49ee-b513-05a1ff3ca644,24L,1953.0,WT,148,1805.0
15_f4062ba2-9611-4f71-aab6-d7479473fdfe,14923,5149,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,99.99,9799,1,29032,15,15_f4062ba2-9611-4f71-aab6-d7479473fdfe,09R,5149.0,WT,28,5121.0
15_f8180aa1-cc81-4de6-90b7-a5d82af4d7cf,6062,15552,LmxM.14_left_10kb - bases 201 - 10000,99.91,9800,10,17001,15,15_f8180aa1-cc81-4de6-90b7-a5d82af4d7cf,14L,1449.0,WT,129,1320.0
15_f065678b-24b4-4ddd-8fd5-20348861376a,31916,41711,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,44419,15,15_f065678b-24b4-4ddd-8fd5-20348861376a,09R,2708.0,WT,28,2680.0
15_f86884f4-dcd7-46a8-860e-b7576e4cd1b7,34028,43548,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,61275,15,15_f86884f4-dcd7-46a8-860e-b7576e4cd1b7,28L,17727.0,WT,122,17605.0
15_f1671283-2722-40fd-8ea5-f8eb357a9730,5774,15530,LmxM.31 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,16369,15,15_f1671283-2722-40fd-8ea5-f8eb357a9730,31R,839.0,WT,95,744.0
15_faa461f8-d0cb-418c-afad-aec6b7773c11,958,10617,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,30176,15,15_faa461f8-d0cb-418c-afad-aec6b7773c11,09R,19559.0,WT,28,19531.0
15_fba1a305-932d-45e1-a431-bffe829b45ef,7648,17410,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,25113,15,15_fba1a305-932d-45e1-a431-bffe829b45ef,28L,7703.0,WT,122,7581.0
15_fbb1dd94-13af-42a2-928c-e1c4ffb7cb6e,46653,56338,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,64049,15,15_fbb1dd94-13af-42a2-928c-e1c4ffb7cb6e,28L,7711.0,WT,122,7589.0
15_fbe75c36-28ed-4954-aff4-c500d3b722d9,5249,14972,LmxM.27_left_10kb - bases 201 - 10000,99.81,9781,1,15558,15,15_fbe75c36-28ed-4954-aff4-c500d3b722d9,27L,586.0,WT,148,438.0
15_fbf704d1-d4da-47da-89cd-0e67ea7180c7,104431,114146,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,114669,15,15_fbf704d1-d4da-47da-89cd-0e67ea7180c7,15R,523.0,WT,136,387.0
15_fd60b7a7-4d13-43d7-8a29-22604b9aa28e,73,4726,LmxM.24_left_10kb - bases 201 - 10000,47.93,4697,1,5673,15,15_fd60b7a7-4d13-43d7-8a29-22604b9aa28e,24L,947.0,WT,148,799.0
15_fe5b96dd-30e7-4670-bfe8-4f39b7a3c225,70,7057,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,71.7,7027,1,7442,15,15_fe5b96dd-30e7-4670-bfe8-4f39b7a3c225,03R,385.0,WT,96,289.0
15_ff4c5183-3819-4cfc-b9ab-67f30db6700f,9122,1145,LmxM.16 (reversed)_right_10kb - bases 201 - 10000,82.85,8119,1,42517,15,15_ff4c5183-3819-4cfc-b9ab-67f30db6700f,16R,1145.0,WT,168,977.0
15_ff172e61-0c5c-4ab1-9935-25f58c58dac9,14201,23933,LmxM.28_left_10kb - bases 201 - 10000,100.0,9800,1,40217,15,15_ff172e61-0c5c-4ab1-9935-25f58c58dac9,28L,16284.0,WT,122,16162.0
15_ffd4bfb6-25b5-4be4-b593-7389b85d920f,17500,27164,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,27803,15,15_ffd4bfb6-25b5-4be4-b593-7389b85d920f,07L,639.0,WT,58,581.0
16_0a81b93c-e981-4681-98ed-e770f6e6c121,102684,112416,LmxM.15 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,113549,16,16_0a81b93c-e981-4681-98ed-e770f6e6c121,15R,1133.0,ΔKU80,136,997.0
16_0b48da2e-502b-45ee-b2a7-60ae4e24a731,70,6831,LmxM.05_left_10kb - bases 201 - 10000,70.45,6904,1,7541,16,16_0b48da2e-502b-45ee-b2a7-60ae4e24a731,05L,710.0,ΔKU80,167,543.0
16_0b78013f-8eb8-4557-aecb-a13d8b14442c,20077,29793,LmxM.01_left_10kb - bases 201 - 10000,100.0,9800,1,30680,16,16_0b78013f-8eb8-4557-aecb-a13d8b14442c,01L,887.0,ΔKU80,114,773.0
16_0d2fd8ab-9d71-4f47-b08d-e4739721a42e,26322,16612,LmxM.23_left_10kb - bases 201 - 10000,100.0,9800,1,53934,16,16_0d2fd8ab-9d71-4f47-b08d-e4739721a42e,23L,16612.0,ΔKU80,182,16430.0
16_0d366054-e066-4f7c-890d-104988d8941c,24502,34167,LmxM.03 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,34727,16,16_0d366054-e066-4f7c-890d-104988d8941c,03R,560.0,ΔKU80,96,464.0
16_1a979045-f4c5-4b30-a88e-7cb46f37a32f,29475,39138,LmxM.33_left_10kb - bases 201 - 10000,99.95,9795,1,42495,16,16_1a979045-f4c5-4b30-a88e-7cb46f37a32f,33L,3357.0,ΔKU80,85,3272.0
16_1ab2848e-4196-40f0-bf73-9346bf6a69e0,9137,18670,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,42764,16,16_1ab2848e-4196-40f0-bf73-9346bf6a69e0,09R,24094.0,ΔKU80,28,24066.0
16_1d676008-c747-4ab2-9046-44ccea47e7f2,3981,748,LmxM.12 (reversed)_right_10kb - bases 201 - 10000,33.14,3248,1,4033,16,16_1d676008-c747-4ab2-9046-44ccea47e7f2,12R,748.0,ΔKU80,133,615.0
16_1fc83816-9db2-4531-977f-aaf8d7c4c0aa,36173,26442,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,37969,16,16_1fc83816-9db2-4531-977f-aaf8d7c4c0aa,09R,26442.0,ΔKU80,28,26414.0
16_2b56a03e-8af0-4fc7-8d11-91d58cff01e1,5493,628,LmxM.09 (reversed)_right_10kb - bases 201 - 10000,50.44,4943,1,5493,16,16_2b56a03e-8af0-4fc7-8d11-91d58cff01e1,09R,628.0,ΔKU80,28,600.0
16_2c42d09d-ac71-4b1b-8df9-d0b9f614c82b,72,3247,LmxM.05_left_10kb - bases 201 - 10000,32.74,3209,1,5344,16,16_2c42d09d-ac71-4b1b-8df9-d0b9f614c82b,05L,2097.0,ΔKU80,167,1930.0
16_02e25303-9424-4847-af2e-fcdfa3d27c48,10653,952,LmxM.23 (reversed)_right_10kb - bases 201 - 10000,100.0,9800,1,42231,16,16_02e25303-9424-4847-af2e-fcdfa3d27c48,23R,952.0,ΔKU80,186,766.0
16_2fb1137f-146f-44d9-aa25-3cbbc6dc9294,2743,12421,LmxM.19_left_10kb - bases 201 - 10000,100.0,9800,1,12898,16,16_2fb1137f-146f-44d9-aa25-3cbbc6dc9294,19L,477.0,ΔKU80,128,349.0
16_3a4eadc5-0e21-412c-b2de-6c0f006c791a,10013,308,LmxM.07_left_10kb - bases 201 - 10000,100.0,9800,1,44238,16,16_3a4eadc5-0e21-412c-b2de-6c0f006c791a,07L,308.0,ΔKU80,58,250.0
16_3f07c0a8-a455-4c6d-93d3-bc14abb12133,10025,338,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,52304,16,16_3f07c0a8-a455-4c6d-93d3-bc14abb12133,05L,338.0,ΔKU80,167,171.0
16_3fe9cfdb-77a9-40a5-b851-e48e160fa97b,73,6128,LmxM.33_left_10kb - bases 201 - 10000,62.3,6108,4,6704,16,16_3fe9cfdb-77a9-40a5-b851-e48e160fa97b,33L,576.0,ΔKU80,85,491.0
16_4ac80750-fab3-4d5e-a091-8e0e59279bf5,1068,10787,LmxM.14_left_10kb - bases 201 - 10000,100.0,9800,1,10989,16,16_4ac80750-fab3-4d5e-a091-8e0e59279bf5,14L,202.0,ΔKU80,129,73.0
16_4b6a76c7-335e-4dc8-ae01-88c821ff8adb,7103,598,LmxM.05_left_10kb - bases 201 - 10000,67.02,6568,1,7105,16,16_4b6a76c7-335e-4dc8-ae01-88c821ff8adb,05L,598.0,ΔKU80,167,431.0
16_4b6f330c-1f75-4150-914d-9ca7222ec713,8976,18690,LmxM.05_left_10kb - bases 201 - 10000,100.0,9800,1,20217,16,16_4b6f330c-1f75-4150-914d-9ca7222ec713,05L,1527.0,ΔKU80,167,1360.0
16_4db00ce5-7128-445b-b792-710a98fb3bed,13448,21210,LmxM.01_left_10kb - bases 201 - 10000,80.63,7902,1,23300,16,16_4db00ce5-7128-445b-b792-710a98fb3bed,01L,2090.0,ΔKU80,114,1976.0
